event_id,date,date_precision,event_title,event_type,narrative_lines,narrative_line_names,importance,importance_score_1_to_5,related_entities,related_locations,source_count,sources,article_ids,likely_primary_source,evidence_summary,key_quote_or_summary,source_file,review_status
EVT-0048,1999-07-04,day,"Minister Nespola Champions Added Taxes on Oil, Gas Development",cross_source_story,2,环境冲突线,medium,3,Abila,Abila,3,International News; News Online Today; The Guide,327;640;821,News Online Today,Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%. The raise in taxes on foreign gas and oil development is ear,Minister of Health Cesare Nespola announced that he would sponsor a bill to increase taxes on oil and gas development by an additional 10%. The raise in taxes on foreign gas and oil development is ear,narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0049,1999-07-08,day,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,cross_source_story,1,商业利益线,medium,3,POK|Elodis,Elodis,2,All News Today; News Online Today,267;612,All News Today,Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural t,Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural t,narrative_line_1_商业利益线.csv,auto_clustered
EVT-0049,1999-07-08,day,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,cross_source_story,2,环境冲突线,medium,3,POK|Elodis,Elodis,2,All News Today; News Online Today,267;612,All News Today,Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural t,Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural t,narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0049,1999-07-08,day,MINISTER OF HEALTH TO PROPOSE SOLUTION TO TOWN POISONING,cross_source_story,3,组织对抗线,medium,3,POK|Elodis,Elodis,2,All News Today; News Online Today,267;612,All News Today,Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural t,Minister of Health Cesare Nespola announced he would sponsor a bill to increase taxes on foreign energy development in Kronos intended to fund environmental cleanup and improved healthcare for rural t,narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0050,1999-07-09,day,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CITY,cross_source_story,1,商业利益线,medium,3,POK|Elodis,Elodis,2,The Orb; The Wrap,248;740,The Orb,The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the ,The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the ,narrative_line_1_商业利益线.csv,auto_clustered
EVT-0050,1999-07-09,day,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CITY,cross_source_story,2,环境冲突线,medium,3,POK|Elodis,Elodis,2,The Orb; The Wrap,248;740,The Orb,The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the ,The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the ,narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0050,1999-07-09,day,MINISTER FOR HEALTH TO PROPOSE THE SOLUTION WITH THE POISONING OF CITY,cross_source_story,3,组织对抗线,medium,3,POK|Elodis,Elodis,2,The Orb; The Wrap,248;740,The Orb,The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the ,The Minister for health Cesare Nespola announced would finance an invoice to increase taxes on the foreign development of energy in Kronos designed to place environmental cleaning and improved of the ,narrative_line_3_组织对抗线.csv,auto_clustered
EVT-0053,2000-06-01,day,LEAF OF THE FACT OF THE PUBLIC HEALTH OF ELODIS - UPDATE,cross_source_story,2,环境冲突线,medium,3,Elodis|Abila,Elodis|Abila,2,Daily Pegasus; The Orb,672;72,Daily Pegasus,"The environmental consequences of the hyperactive acid retirement of the substratum (HASR), a technique that perforated controversy have taken an enormous toll in the health from the residents of Elod","The environmental consequences of the hyperactive acid retirement of the substratum (HASR), a technique that perforated controversy have taken an enormous toll in the health from the residents of Elod",narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0055,2000-08-16,day,SITE OF THE CURVE OF TISKELE OF ROCKS GASTECH OF THE EXPLOSION,cross_source_story,1,商业利益线,medium,3,GAStech|Government|Sten Sanjorge|Elodis|Abila,Elodis|Abila,3,The General Post; The Light of Truth; The Tulip,235;277;504,The General Post,"An explosion in a next cushion of the well that it perforated of the gas woke up Rebecca Cato 3 in the morning of Sunday. When she left her home in Elodis, Kronos - a rural municipality outside capita","An explosion in a next cushion of the well that it perforated of the gas woke up Rebecca Cato 3 in the morning of Sunday. When she left her home in Elodis, Kronos - a rural municipality outside capita",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0056,2000-08-17,day,TISKELE BEND EXPLOSION AND FIRE,cross_source_story,1,商业利益线,medium,3,GAStech|Government|Elodis,Elodis,2,Central Bulletin; News Online Today,256;734,Central Bulletin,"A spark at the GAStech International-owned well at the Tiskele Bend site ignited methane gas several hundred feet underground, causing a fireball and fire that burned for about an hour is the findings","A spark at the GAStech International-owned well at the Tiskele Bend site ignited methane gas several hundred feet underground, causing a fireball and fire that burned for about an hour is the findings",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0057,2000-08-18,day,EXPLOSION AND FIRE OF CURVE OF TISKELE,cross_source_story,1,商业利益线,medium,3,GAStech|Government|Elodis|Abila,Elodis|Abila,3,Athena Speaks; News Desk; The Explainer,177;295;91,Athena Speaks,"ABILA, Kronos - a spark at GAStech International well with the site of curve of Tiskele fired gas methane several hundreds of feet at the bottom, involving an aerolite and the fire which burned during","ABILA, Kronos - a spark at GAStech International well with the site of curve of Tiskele fired gas methane several hundreds of feet at the bottom, involving an aerolite and the fire which burned during",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0059,2000-10-03,day,THE VICTORY OF THE LANDSLIDE FOR PRESIDENT KAPELOU,cross_source_story,1,商业利益线,medium,3,Government|President Kapelou,,2,News Desk; The Explainer,311;747,News Desk,People of Kronos have overwhelming new president Dorel Kapelou II. the permitted defeat of former president delouses Araullo yesterday preferred then the early profit in strongly for Kapelou II. came.,People of Kronos have overwhelming new president Dorel Kapelou II. the permitted defeat of former president delouses Araullo yesterday preferred then the early profit in strongly for Kapelou II. came.,narrative_line_1_商业利益线.csv,auto_clustered
EVT-0060,2001-03-18,day,"The taxes added on the oil, development of the gas defeated in general to assembly",cross_source_story,1,商业利益线,medium,3,Government|President Kapelou,,3,International News; The Guide; The Truth,296;41;636,The Guide,"A movement to increase taxes on the development of the oil and the gas in an additional 10% was defeated today in the General Assembly by a vote from 77 to 23. The proposed increase of the tax, defend","A movement to increase taxes on the development of the oil and the gas in an additional 10% was defeated today in the General Assembly by a vote from 77 to 23. The proposed increase of the tax, defend",narrative_line_1_商业利益线.csv,auto_clustered
EVT-0060,2001-03-18,day,"The taxes added on the oil, development of the gas defeated in general to assembly",cross_source_story,2,环境冲突线,medium,3,Government|President Kapelou,,3,International News; The Guide; The Truth,296;41;636,The Guide,"A movement to increase taxes on the development of the oil and the gas in an additional 10% was defeated today in the General Assembly by a vote from 77 to 23. The proposed increase of the tax, defend","A movement to increase taxes on the development of the oil and the gas in an additional 10% was defeated today in the General Assembly by a vote from 77 to 23. The proposed increase of the tax, defend",narrative_line_2_环境冲突线.csv,auto_clustered
EVT-0061,2001-03-22,day,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",cross_source_story,1,商业利益线,medium,3,POK|Henk Bodrogi|Elodis,Elodis,3,All News Today; Homeland Illumination; News Online Today,134;391;606,Homeland Illumination,A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. This defeat is a harsh blo,A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. This defeat is a harsh blo,narrative_line_1_商业利益线.csv,auto_clustered
EVT-0061,2001-03-22,day,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",cross_source_story,2,环境冲突线,medium,3,POK|Henk Bodrogi|Elodis,Elodis,3,All News Today; Homeland Illumination; News Online Today,134;391;606,Homeland Illumination,A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. This defeat is a harsh blo,A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly. This defeat is a harsh blo,narrative_line_2_环境冲突线.csv,auto_clustered
